,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
13854,Thornbury,5 Shaftesbury Pde,2,h,1260000,S,Nelson,29/04/2017,6.5,3071,2,1,0,317,96,1910,Darebin City Council,-37.7606,144.9995,Northern Metropolitan,8870
13855,Thornbury,68 Wilmoth St,2,h,1100000,SP,McGrath,29/04/2017,6.5,3071,3,1,1,330,132,1930,Darebin City Council,-37.7629,145.0165,Northern Metropolitan,8870
13856,Viewbank,8 Graham Rd,3,h,810000,VB,Miles,6/5/2017,13.8,3084,3,1,1,667,,,Banyule City Council,-37.743,145.0839,Eastern Metropolitan,2698
13857,Viewbank,23 Kuranga Rd,4,h,1140000,S,Miles,8/4/2017,13.8,3084,4,2,4,863,,,Banyule City Council,-37.7317,145.0952,Eastern Metropolitan,2698
13858,Viewbank,6 Dawn Ct,4,h,1003000,S,Nelson,20/05/2017,13.8,3084,4,2,2,619,,,Banyule City Council,-37.7355,145.0928,Eastern Metropolitan,2698
13861,Viewbank,9 Rockaway Dr,4,h,1155000,PI,Fletchers,22/04/2017,13.8,3084,4,2,3,780,217,1950,Banyule City Council,-37.7308,145.0932,Eastern Metropolitan,2698
13863,Watsonia,28 Curtis Av,4,h,1193000,S,Ray,6/5/2017,14.9,3087,,,,,,,Banyule City Council,,,Northern Metropolitan,2329
13864,Watsonia,60 Orana Dr,3,h,880000,S,Barry,6/5/2017,14.9,3087,3,1,4,555,,,Banyule City Council,-37.713,145.0894,Northern Metropolitan,2329
13865,Watsonia,5 Regis Ct,5,h,826000,S,Barry,6/5/2017,14.9,3087,5,1,2,545,132,1970,Banyule City Council,-37.705,145.0825,Northern Metropolitan,2329
13866,Watsonia,12 Black St,4,h,952000,S,Barry,8/4/2017,14.9,3087,4,2,2,729,,,Banyule City Council,-37.711,145.081,Northern Metropolitan,2329
13867,Watsonia,2/42 Wattle Dr,3,h,677500,S,Buckingham,8/4/2017,14.9,3087,3,1,2,245,,,Banyule City Council,-37.716,145.0769,Northern Metropolitan,2329
13869,Watsonia,25 Bungay St,4,h,761000,S,LJ,22/04/2017,14.9,3087,4,1,2,696,123,1956,Banyule City Council,-37.7054,145.0809,Northern Metropolitan,2329
13870,Watsonia,8 Castlereagh Pl,3,h,715000,SP,Barry,22/04/2017,14.9,3087,3,1,2,312,,,Banyule City Council,-37.7031,145.0773,Northern Metropolitan,2329
13871,Watsonia,5 Daours Ct,4,h,932500,S,Miles,22/04/2017,14.9,3087,4,2,2,585,180,1950,Banyule City Council,-37.7154,145.0777,Northern Metropolitan,2329
13872,Watsonia,25 High St,3,h,895000,S,Barry,29/04/2017,14.9,3087,3,1,2,775,,,Banyule City Council,-37.7075,145.0807,Northern Metropolitan,2329
13873,West Footscray,61 Clive St,4,h,1435000,S,Village,6/5/2017,8.2,3012,4,2,2,523,244,1915,Maribyrnong City Council,-37.798,144.8728,Western Metropolitan,5058
13874,West Footscray,4/8 Margot St,2,h,470000,SP,Greg,6/5/2017,8.2,3012,2,1,1,0,77,1975,Maribyrnong City Council,-37.8088,144.8715,Western Metropolitan,5058
13875,West Footscray,6/350 Somerville Rd,2,h,502000,S,Sweeney,6/5/2017,8.2,3012,2,1,1,2701,79,2011,Maribyrnong City Council,-37.8109,144.8684,Western Metropolitan,5058
13877,West Footscray,2/663 Barkly St,3,u,580000,SP,Jas,8/4/2017,8.2,3012,2,1,0,183,104,1930,Maribyrnong City Council,-37.7968,144.8708,Western Metropolitan,5058
13878,West Footscray,4/667 Barkly St,1,u,375000,S,Burnham,8/4/2017,8.2,3012,1,1,1,60,,1982,Maribyrnong City Council,-37.7971,144.8703,Western Metropolitan,5058
13879,West Footscray,17 Braid St,2,h,650000,VB,Sweeney,8/4/2017,8.2,3012,2,1,1,452,,1950,Maribyrnong City Council,-37.804,144.8772,Western Metropolitan,5058
13880,West Footscray,17/24 Dongola Rd,3,t,815000,S,McGrath,8/4/2017,8.2,3012,3,1,2,203,3,,Maribyrnong City Council,-37.7928,144.8811,Western Metropolitan,5058
13881,West Footscray,10 Neil St,4,h,970000,PI,Biggin,8/4/2017,8.2,3012,4,1,2,528,143,1940,Maribyrnong City Council,-37.7969,144.8647,Western Metropolitan,5058
13883,West Footscray,15 Rupert St,4,h,1325000,S,hockingstuart,8/4/2017,8.2,3012,4,2,4,525,188,1930,Maribyrnong City Council,-37.7994,144.8763,Western Metropolitan,5058
13884,West Footscray,25 Tucker St,3,h,890000,S,Biggin,13/05/2017,8.2,3012,3,1,3,334,,,Maribyrnong City Council,-37.7916,144.8762,Western Metropolitan,5058
13885,West Footscray,16 Dove St,3,h,900000,S,hockingstuart,20/05/2017,8.2,3012,3,1,0,218,,,Maribyrnong City Council,-37.7963,144.8801,Western Metropolitan,5058
13886,West Footscray,4/38 Hampton Pde,2,u,266000,S,Sweeney,20/05/2017,8.2,3012,2,1,1,1059,65,1970,Maribyrnong City Council,-37.8062,144.8665,Western Metropolitan,5058
13887,West Footscray,16 Hope St,3,h,830000,PI,Burnham,20/05/2017,8.2,3012,3,1,0,370,,,Maribyrnong City Council,-37.7916,144.8715,Western Metropolitan,5058
13888,West Footscray,91 Suffolk St,2,h,888000,PI,Sweeney,20/05/2017,8.2,3012,2,1,2,401,113.81,1945,Maribyrnong City Council,-37.7903,144.8703,Western Metropolitan,5058
13889,West Footscray,106 Summerhill Rd,3,h,1040000,S,Jas,20/05/2017,8.2,3012,3,1,1,330,,,Maribyrnong City Council,-37.7961,144.8815,Western Metropolitan,5058
13890,West Footscray,4/624 Barkly St,2,u,490000,S,Village,22/04/2017,8.2,3012,2,1,1,117,,,Maribyrnong City Council,-37.7968,144.8735,Western Metropolitan,5058
13891,West Footscray,1 Dongola Rd,3,h,935000,S,Jas,22/04/2017,8.2,3012,3,1,2,325,102,1925,Maribyrnong City Council,-37.7922,144.8818,Western Metropolitan,5058
13892,West Footscray,14 Stanhope St,3,h,975000,S,Jas,22/04/2017,8.2,3012,3,1,0,318,,,Maribyrnong City Council,-37.7955,144.8713,Western Metropolitan,5058
13895,West Footscray,8/132 Rupert St,1,u,185000,PI,Jas,29/04/2017,8.2,3012,1,1,1,0,,,Maribyrnong City Council,-37.798,144.8672,Western Metropolitan,5058
13896,Williamstown,44 Electra St,4,h,2165000,SP,Greg,6/5/2017,8,3016,4,2,2,450,190,1910,Hobsons Bay City Council,-37.861,144.8985,Western Metropolitan,6380
13897,Williamstown,8 Jobson St,3,h,1245000,S,hockingstuart,6/5/2017,8,3016,3,2,2,292,117,1980,Hobsons Bay City Council,-37.8575,144.8922,Western Metropolitan,6380
13898,Williamstown,73a Victoria St,4,h,2075000,SP,Greg,6/5/2017,8,3016,4,3,2,324,229,2009,Hobsons Bay City Council,-37.8622,144.8884,Western Metropolitan,6380
13899,Williamstown,2/77 Dover Rd,2,u,543000,S,Williams,8/4/2017,8,3016,2,1,1,0,78,1974,Hobsons Bay City Council,-37.8536,144.8981,Western Metropolitan,6380
13900,Williamstown,8 Princes St,3,h,1150000,SP,Jas,8/4/2017,8,3016,3,1,0,308,120,1900,Hobsons Bay City Council,-37.8526,144.895,Western Metropolitan,6380
13901,Williamstown,35 Railway Pl,3,h,1290000,S,RT,8/4/2017,8,3016,3,1,0,273,,,Hobsons Bay City Council,-37.8651,144.8986,Western Metropolitan,6380
13902,Williamstown,2/170 Cecil St,2,h,1000000,S,Raine,13/05/2017,8,3016,2,1,2,447,,,Hobsons Bay City Council,-37.8602,144.8997,Western Metropolitan,6380
13903,Williamstown,10 Crofton Dr,5,h,2040000,S,Greg,13/05/2017,8,3016,5,3,2,531,288,1997,Hobsons Bay City Council,-37.8629,144.8781,Western Metropolitan,6380
13905,Williamstown,60 Merrett Dr,4,h,1412000,SP,Williams,13/05/2017,8,3016,4,2,4,551,,,Hobsons Bay City Council,-37.8579,144.8786,Western Metropolitan,6380
13906,Williamstown,8/97 Verdon St,2,u,465000,S,Raine,13/05/2017,8,3016,2,1,1,0,78,1970,Hobsons Bay City Council,-37.8589,144.8921,Western Metropolitan,6380
13907,Williamstown,33 Anzac Cr,3,h,1810000,PI,Sweeney,20/05/2017,8,3016,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,6380
13908,Williamstown,2/47 Power St,2,h,855000,S,Williams,20/05/2017,8,3016,2,1,1,160,,,Hobsons Bay City Council,-37.8546,144.8883,Western Metropolitan,6380
13909,Williamstown,12/53 Morris St,2,u,550000,SP,Williams,22/04/2017,8,3016,2,1,2,0,65,1990,Hobsons Bay City Council,-37.8685,144.9058,Western Metropolitan,6380
13910,Williamstown,9/99 Verdon St,2,u,490000,S,Village,22/04/2017,8,3016,2,1,1,0,,,Hobsons Bay City Council,-37.8588,144.8919,Western Metropolitan,6380
13911,Williamstown,6 Caspian Tce,4,h,1200000,SP,Village,29/04/2017,8,3016,4,3,2,183,191,2006,Hobsons Bay City Council,-37.8566,144.8737,Western Metropolitan,6380
13912,Williamstown,240 Coogee La,3,h,1330000,S,Greg,29/04/2017,8,3016,3,2,2,184,,,Hobsons Bay City Council,-37.8629,144.8896,Western Metropolitan,6380
13913,Williamstown,15 Kingshott Cl,4,h,1500000,VB,Greg,29/04/2017,8,3016,4,3,2,450,,,Hobsons Bay City Council,-37.8617,144.8786,Western Metropolitan,6380
13914,Williamstown,165 Osborne St,4,h,1630000,S,Sweeney,29/04/2017,8,3016,4,2,2,260,,,Hobsons Bay City Council,-37.8657,144.8942,Western Metropolitan,6380
13915,Yarraville,76 Castlemaine St,3,h,935000,S,Jas,6/5/2017,7,3013,3,1,0,212,,,Maribyrnong City Council,-37.8143,144.8883,Western Metropolitan,6543
13916,Yarraville,8 Gordon Pde,3,h,990000,S,Jas,6/5/2017,7,3013,3,1,2,340,119,1940,Maribyrnong City Council,-37.8227,144.8827,Western Metropolitan,6543
13917,Yarraville,92 Simpson St,2,h,950000,SP,Village,6/5/2017,7,3013,2,1,0,94,,,Maribyrnong City Council,-37.8167,144.888,Western Metropolitan,6543
13918,Yarraville,15 Freame St,2,h,1196000,S,Greg,8/4/2017,7,3013,2,1,2,451,,,Maribyrnong City Council,-37.8178,144.8752,Western Metropolitan,6543
13919,Yarraville,1/17 Gordon Pde,2,h,470000,S,Sweeney,8/4/2017,7,3013,2,1,1,79,,1965,Maribyrnong City Council,-37.8226,144.8842,Western Metropolitan,6543
13920,Yarraville,14 Lennox St,3,h,1131500,SP,Jas,8/4/2017,7,3013,3,1,1,248,,,Maribyrnong City Council,-37.8157,144.8925,Western Metropolitan,6543
13922,Yarraville,54 Tongue St,4,h,2035000,S,Jas,8/4/2017,7,3013,4,2,0,607,201,1890,Maribyrnong City Council,-37.8128,144.8905,Western Metropolitan,6543
13923,Yarraville,29 Wilson St,3,h,935000,S,Jas,8/4/2017,7,3013,3,1,0,198,98,1970,Maribyrnong City Council,-37.8194,144.8914,Western Metropolitan,6543
13924,Yarraville,260 Francis St,3,h,892000,S,Village,13/05/2017,7,3013,3,1,2,449,106.76,1940,Maribyrnong City Council,-37.8195,144.8766,Western Metropolitan,6543
13926,Yarraville,1 Highgate St,4,h,985500,S,Jas,13/05/2017,7,3013,4,1,5,445,139,1977,Maribyrnong City Council,-37.8228,144.8769,Western Metropolitan,6543
13927,Yarraville,2/150 Hyde St,2,u,650000,SP,Jas,13/05/2017,7,3013,2,2,2,0,92,1985,Maribyrnong City Council,-37.8161,144.8967,Western Metropolitan,6543
13928,Yarraville,1/6 Jepson St,3,t,1070000,S,Jas,13/05/2017,7,3013,3,2,2,257,,2012,Maribyrnong City Council,-37.813,144.8703,Western Metropolitan,6543
13929,Yarraville,10/51 Stephen St,2,u,397000,S,Village,13/05/2017,7,3013,2,1,1,0,68,1975,Maribyrnong City Council,-37.8128,144.8953,Western Metropolitan,6543
13930,Yarraville,33 Bromyard St,2,h,1035000,S,Sweeney,20/05/2017,7,3013,2,1,3,469,,,Maribyrnong City Council,-37.8184,144.872,Western Metropolitan,6543
13931,Yarraville,26 Buninyong St,3,h,1370000,S,Greg,20/05/2017,7,3013,3,2,2,389,,,Maribyrnong City Council,-37.8181,144.8882,Western Metropolitan,6543
13932,Yarraville,455 Geelong Rd,2,h,650000,PI,Village,20/05/2017,7,3013,2,1,2,304,81,1960,Maribyrnong City Council,-37.8122,144.8671,Western Metropolitan,6543
13933,Yarraville,96 Hamilton St,2,h,820000,PI,Village,20/05/2017,7,3013,2,1,0,211,,,Maribyrnong City Council,-37.812,144.8865,Western Metropolitan,6543
13934,Yarraville,292 Hyde St,3,h,750000,PI,McGrath,20/05/2017,7,3013,3,2,1,390,126,1980,Maribyrnong City Council,-37.8227,144.8955,Western Metropolitan,6543
13935,Yarraville,2/10 Schild St,2,u,497600,SP,Jas,20/05/2017,7,3013,2,1,1,0,,,Maribyrnong City Council,-37.8167,144.8936,Western Metropolitan,6543
13936,Yarraville,183 Stephen St,3,h,970000,S,Raine,20/05/2017,7,3013,3,2,0,354,135,1930,Maribyrnong City Council,-37.8212,144.8937,Western Metropolitan,6543
13938,Yarraville,66 Drew St,2,h,1256000,S,hockingstuart,22/04/2017,7,3013,2,1,3,531,111,1940,Maribyrnong City Council,-37.8158,144.8707,Western Metropolitan,6543
13939,Yarraville,3/11 Fielding St,3,t,1120000,S,hockingstuart,22/04/2017,7,3013,3,2,0,152,170,2012,Maribyrnong City Council,-37.811,144.8889,Western Metropolitan,6543
13940,Yarraville,38 Stanger St,4,t,930000,PI,hockingstuart,22/04/2017,7,3013,,,,,,,Maribyrnong City Council,-37.8172,144.8631,Western Metropolitan,6543
13941,Yarraville,2C Castlemaine St,3,h,1425000,PI,Jas,29/04/2017,7,3013,3,3,2,305,220,2007,Maribyrnong City Council,-37.8149,144.8942,Western Metropolitan,6543
13942,Yarraville,40 Kingston St,3,h,872500,SP,Jas,29/04/2017,7,3013,3,1,2,189,85,1920,Maribyrnong City Council,-37.8145,144.8808,Western Metropolitan,6543
13943,Yarraville,46 MacKay St,4,h,1455000,S,Village,29/04/2017,7,3013,4,1,1,328,140,1920,Maribyrnong City Council,-37.8097,144.8906,Western Metropolitan,6543
13944,Yarraville,12/35 Princess St,1,u,331000,S,Jas,29/04/2017,7,3013,1,1,1,0,54,1970,Maribyrnong City Council,-37.8105,144.8952,Western Metropolitan,6543
13945,Yarraville,10 Salisbury St,3,h,950000,S,Sweeney,29/04/2017,7,3013,3,2,2,287,210.68,2002,Maribyrnong City Council,-37.8233,144.8825,Western Metropolitan,6543
13947,Abbotsford,45 Trenerry Cr,3,h,1800000,SP,Biggin,8/4/2017,2.5,3067,,,,,,,Yarra City Council,,,Northern Metropolitan,4019
13948,Abbotsford,132 Vere St,3,h,1000000,SP,Biggin,8/4/2017,2.5,3067,3,1,0,198,98,1900,Yarra City Council,-37.8025,144.9939,Northern Metropolitan,4019
13950,Abbotsford,53 Studley St,2,h,1271000,S,Biggin,13/05/2017,2.5,3067,,,,,,,Yarra City Council,-37.8016,144.9959,Northern Metropolitan,4019
13951,Abbotsford,43/84 Trenerry Cr,2,h,745000,SP,Biggin,13/05/2017,2.5,3067,,,,,,,Yarra City Council,,,Northern Metropolitan,4019
13952,Abbotsford,6/205 Gipps St,2,u,870000,S,Biggin,20/05/2017,2.5,3067,2,2,1,0,86,2013,Yarra City Council,-37.8055,144.9961,Northern Metropolitan,4019
13953,Abbotsford,67B Park St,3,t,1270000,S,Beller,20/05/2017,2.5,3067,,,,,,,Yarra City Council,,,Northern Metropolitan,4019
13955,Abbotsford,24 Cooke St,2,h,1050000,S,Jellis,29/04/2017,2.5,3067,2,1,0,129,128,1890,Yarra City Council,-37.8099,145.0027,Northern Metropolitan,4019
13956,Abbotsford,198 Gipps St,2,h,1242000,S,Nelson,29/04/2017,2.5,3067,2,1,1,249,98,1940,Yarra City Council,-37.8052,144.9963,Northern Metropolitan,4019
13957,Abbotsford,22 Lulie St,3,h,1165000,S,Jellis,29/04/2017,2.5,3067,3,2,0,92,114,1888,Yarra City Council,-37.797,144.9957,Northern Metropolitan,4019
13958,Airport West,48 Bedford St,3,h,872500,S,Nelson,8/4/2017,13.5,3042,3,1,1,594,,1950,Moonee Valley City Council,-37.7203,144.8757,Western Metropolitan,3464
13959,Airport West,33 Green St,3,h,720000,S,Brad,8/4/2017,13.5,3042,3,2,2,305,136,2008,Moonee Valley City Council,-37.7284,144.8874,Western Metropolitan,3464
13960,Airport West,10A Laurence Av,3,h,866000,S,Barry,13/05/2017,13.5,3042,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464
13961,Airport West,66 Bowes Av,3,h,905000,S,Barry,29/04/2017,13.5,3042,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464
13962,Airport West,25 Clydesdale Rd,3,h,985000,S,McDonald,29/04/2017,13.5,3042,3,1,1,841,,,Moonee Valley City Council,-37.7251,144.8785,Western Metropolitan,3464
13963,Airport West,67 Halsey Rd,3,h,510000,VB,Nelson,29/04/2017,13.5,3042,3,1,1,488,217,1960,Moonee Valley City Council,-37.7191,144.8857,Western Metropolitan,3464
13964,Airport West,2/80 Hawker St,2,u,480000,VB,Barry,29/04/2017,13.5,3042,2,1,1,128,92,2009,Moonee Valley City Council,-37.7216,144.8837,Western Metropolitan,3464
13965,Airport West,1/12 Laurence Av,3,t,723000,S,Nelson,29/04/2017,13.5,3042,,,,,,,Moonee Valley City Council,,,Western Metropolitan,3464
13966,Albion,26 Wyalong St,3,h,800000,S,Bells,8/4/2017,13.9,3020,4,2,5,689,128,1951,Brimbank City Council,-37.7776,144.8167,Western Metropolitan,2185
13967,Albion,1/141 Anderson Rd,2,u,420000,S,Bells,13/05/2017,13.9,3020,2,1,1,192,88,1970,Brimbank City Council,-37.7832,144.8275,Western Metropolitan,2185
13968,Albion,76 Forrest St,3,h,700000,S,Douglas,13/05/2017,13.9,3020,3,1,2,697,,,Brimbank City Council,-37.7841,144.8169,Western Metropolitan,2185
13969,Albion,2/36 Selwyn St,3,u,580000,PI,Douglas,13/05/2017,13.9,3020,3,2,2,250,129,2013,Brimbank City Council,-37.7798,144.8156,Western Metropolitan,2185
13970,Albion,1/121 Anderson Rd,1,u,200000,VB,FN,20/05/2017,13.9,3020,1,1,1,1175,35,1970,Brimbank City Council,-37.7849,144.8272,Western Metropolitan,2185
13971,Albion,67 Norwood St,3,h,621000,S,hockingstuart,20/05/2017,13.9,3020,3,1,3,547,140,,Brimbank City Council,-37.7765,144.8123,Western Metropolitan,2185
13972,Albion,2/62 Selwyn St,3,u,600000,SA,Douglas,20/05/2017,13.9,3020,3,1,1,181,129,2000,Brimbank City Council,-37.7815,144.8128,Western Metropolitan,2185
13973,Altona,7 Cowra St,3,h,840000,SP,hockingstuart,8/4/2017,13.8,3018,3,1,2,577,,,Hobsons Bay City Council,-37.864,144.8161,Western Metropolitan,5301
13974,Altona,8 Logan Av,4,h,925000,S,Greg,8/4/2017,13.8,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
13975,Altona,196 Blyth St,5,h,1480000,SP,Greg,13/05/2017,13.8,3018,5,3,4,725,201,1980,Hobsons Bay City Council,-37.8712,144.8107,Western Metropolitan,5301
13976,Altona,14 Emu Av,5,h,1850000,S,Greg,20/05/2017,13.8,3018,,,,,,,Hobsons Bay City Council,,,Western Metropolitan,5301
13977,Altona,2/214 Queen St,2,t,600000,SP,hockingstuart,20/05/2017,13.8,3018,2,1,2,190,,,Hobsons Bay City Council,-37.8718,144.819,Western Metropolitan,5301
13978,Altona,3/8 Rayner St,2,t,597500,S,hockingstuart,22/04/2017,13.8,3018,2,1,2,178,,2009,Hobsons Bay City Council,-37.8701,144.8209,Western Metropolitan,5301
13980,Altona,12 Kookaburra St,3,h,1165000,S,Greg,29/04/2017,13.8,3018,3,1,2,700,,,Hobsons Bay City Council,-37.8707,144.8076,Western Metropolitan,5301
13981,Altona,13 Linnet St,4,h,1295000,S,Greg,29/04/2017,13.8,3018,3,1,2,725,,,Hobsons Bay City Council,-37.8678,144.816,Western Metropolitan,5301
13982,Ashburton,53 Gloucester Rd,2,h,1450000,S,Woodards,8/4/2017,11,3147,2,1,1,627,,,Boroondara City Council,-37.8689,145.0882,Southern Metropolitan,3052
13983,Ashburton,2a Liberator St,2,u,925000,S,Jellis,8/4/2017,11,3147,2,1,2,257,,,Boroondara City Council,-37.866,145.089,Southern Metropolitan,3052
13984,Ashburton,23 Solway St,4,h,2220000,S,Marshall,13/05/2017,11,3147,4,3,2,480,244,2016,Boroondara City Council,-37.8726,145.0716,Southern Metropolitan,3052
13985,Ashburton,17 Warner Av,3,h,1510000,S,Jellis,13/05/2017,11,3147,,,,,,,Boroondara City Council,,,Southern Metropolitan,3052
13986,Ashburton,24 Baird St,3,h,1912500,S,Jellis,22/04/2017,11,3147,3,2,2,869,,,Boroondara City Council,-37.8686,145.0721,Southern Metropolitan,3052
13989,Ashburton,11 Poulter St,4,h,2085000,PI,Buxton,29/04/2017,11,3147,4,2,2,705,,,Boroondara City Council,-37.8635,145.0895,Southern Metropolitan,3052
13992,Balwyn,10A Head St,3,h,1380000,S,Barry,8/4/2017,9.7,3103,3,2,1,548,,,Boroondara City Council,-37.8021,145.0637,Southern Metropolitan,5682
13993,Balwyn,14/8 Parring Rd,3,u,830000,PI,RT,8/4/2017,9.7,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
13994,Balwyn,2/537 Whitehorse Rd,2,u,850000,S,Noel,8/4/2017,9.7,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
13996,Balwyn,4/5 Caravan St,3,h,1135000,S,Marshall,13/05/2017,9.7,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
13998,Balwyn,148 Yarrbat Av,3,h,2000000,S,Fletchers,13/05/2017,9.7,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
14000,Balwyn,2/15 Pryton Ct,2,u,825000,PI,Biggin,20/05/2017,9.7,3103,2,2,2,288,,,Boroondara City Council,-37.8078,145.1031,Southern Metropolitan,5682
14002,Balwyn,14A Wills St,3,u,1300000,S,Noel,20/05/2017,9.7,3103,,,,,,,Boroondara City Council,-37.8057,145.0627,Southern Metropolitan,5682
14003,Balwyn,12 Power St,3,h,1670000,PI,Fletchers,22/04/2017,9.7,3103,3,1,1,534,,,Boroondara City Council,-37.8114,145.0793,Southern Metropolitan,5682
14004,Balwyn,27A Yerrin St,3,t,1680000,S,Fletchers,22/04/2017,9.7,3103,3,3,1,329,178,2005,Boroondara City Council,-37.8101,145.0844,Southern Metropolitan,5682
14005,Balwyn,8 Grant Av,3,h,1525000,S,Jellis,29/04/2017,9.7,3103,,,,,,,Boroondara City Council,,,Southern Metropolitan,5682
14006,Brooklyn,5/10 Heather Av,2,u,347500,SP,hockingstuart,8/4/2017,10.9,3012,,,,,,,Brimbank City Council,,,Western Metropolitan,962
14007,Brooklyn,2/15 Conifer Av,3,t,599999,SP,Greg,13/05/2017,10.9,3012,,,,,,,Brimbank City Council,,,Western Metropolitan,962
14008,Brooklyn,9 Richards Ct,3,h,750000,S,hockingstuart,20/05/2017,10.9,3012,3,1,2,667,,,Brimbank City Council,,,Western Metropolitan,962
14009,Brooklyn,6 Millers Rd,2,h,1005000,S,hockingstuart,22/04/2017,10.9,3012,2,1,2,780,156,1950,Brimbank City Council,-37.8241,144.8419,Western Metropolitan,962
14010,Carlton,1/2 Drummond St,3,u,1520000,S,hockingstuart,8/4/2017,1.8,3053,3,2,2,214,,1993,Melbourne City Council,-37.8177,144.8496,Northern Metropolitan,6786
14012,Carlton,2/100 Keppel St,2,t,960000,VB,Nelson,20/05/2017,1.8,3053,2,2,1,0,90,1860,Melbourne City Council,-37.7947,144.9724,Northern Metropolitan,6786
14013,Carlton,11/108 Elgin St,2,u,995000,S,Woodards,22/04/2017,1.8,3053,2,2,1,0,110,2000,Melbourne City Council,-37.7973,144.9712,Northern Metropolitan,6786
14014,Carlton,20/264 Drummond St,1,u,490000,S,hockingstuart,29/04/2017,1.8,3053,1,1,1,0,51,2009,Melbourne City Council,-37.7998,144.9689,Northern Metropolitan,6786
14015,Carlton,10/3 Lytton St,2,u,500000,VB,Peter,29/04/2017,1.8,3053,2,1,1,4076,,,Melbourne City Council,-37.7941,144.9678,Northern Metropolitan,6786
14017,Eaglemont,39 Durham St,4,h,1750000,VB,Nelson,20/05/2017,10.3,3084,4,2,2,707,217,1956,Banyule City Council,-37.762,145.0645,Eastern Metropolitan,1651
14018,Eaglemont,121 The Righi,5,h,2710000,PI,Miles,29/04/2017,10.3,3084,5,3,2,1001,,1930,Banyule City Council,-37.7605,145.0593,Eastern Metropolitan,1651
14019,East Melbourne,402/166 Wellington Pde,1,u,503000,S,Biggin,8/4/2017,1.5,3002,1,1,1,0,,,Melbourne City Council,-37.8161,144.9845,Northern Metropolitan,3040
